Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Close_15,true_Close_15,buy_profit,sell_profit
1997-08-06,2.2083330154418945,2.3125,2.1875,2.25,1243200,0,0.0,-3.9336412,2.3177080154418945,0.0,-0.06770801544189453
1997-08-07,2.25,2.2604169845581055,2.125,2.1770830154418945,2034000,0,0.0,-4.0560527,2.375,0.0,-0.19791698455810547
1997-08-18,2.0520830154418945,2.0520830154418945,1.96875,2.0416669845581055,1784400,0,0.0,-4.500323,3.2395830154418945,0.0,-1.197916030883789
1997-08-21,2.1354169845581055,2.171875,2.0729169845581055,2.1145830154418945,624000,0,0.0,-4.675592,3.6874999999999996,0.0,-1.572916984558105
1997-09-05,2.5833330154418945,2.6666669845581055,2.4583330154418945,2.5,1908000,0,0.0,-4.846106,4.1666669845581055,0.0,-1.6666669845581055
1997-09-08,2.53125,3.0208330154418945,2.5,3.0,5648400,0,0.0,-4.857483,4.0416669845581055,0.0,-1.0416669845581055
1997-09-10,3.3125,3.328125,3.125,3.3020830154418945,3866400,0,0.0,-4.81498,4.0208330154418945,0.0,-0.71875
1997-09-12,3.1875,3.6979169845581055,3.15625,3.6875,3333600,0,0.0,-4.5545983,4.015625,0.0,-0.328125
1997-09-15,3.6666669845581055,3.6770830154418945,3.0520830154418945,3.09375,5583600,0,0.0,-4.3944054,4.125,0.0,-1.03125
1997-09-17,3.4583330154418945,3.5,3.3333330154418945,3.40625,2607600,0,0.0,-4.0613465,4.0052080154418945,0.0,-0.5989580154418945
1997-09-29,4.1458330154418945,4.1875,3.9583330154418945,4.0416669845581055,2371200,0,0.0,-2.393602,3.8229169845581055,0.0,0.21875
1997-10-06,4.0,4.125,3.9427080154418945,4.125,2028000,0,0.0,-1.3631722,4.2708330154418945,0.0,-0.14583301544189453
1997-10-17,3.6145830154418945,3.65625,3.5208330154418945,3.625,2534400,0,0.0,-2.0722363,4.4791669845581055,0.0,-0.8541669845581055
1997-10-21,3.9583330154418945,4.4375,3.8541669845581055,4.4270830154418945,12096000,0,0.0,-2.5053833,3.9479169845581055,0.0,0.47916603088378906
1997-10-31,5.3645830154418945,5.4583330154418945,4.96875,5.0833330154418945,5026800,0,0.0,-2.0199375,4.4895830154418945,0.0,0.59375
1997-11-05,4.9791669845581055,5.1197919845581055,4.875,4.875,3093600,0,0.0,-1.0613956,4.2604169845581055,0.0,0.6145830154418945
1997-11-07,4.4166669845581055,4.640625,4.3854169845581055,4.4791669845581055,2626800,0,0.0,-0.7167623,4.2708330154418945,0.0,0.20833396911621094
1997-11-17,4.2291669845581055,4.5416669845581055,4.21875,4.375,7394400,0,0.0,-1.6263125,4.6875,0.0,-0.3125
1997-11-18,4.375,4.4791669845581055,4.34375,4.4166669845581055,1866000,0,0.0,-1.7124361,4.5104169845581055,0.0,-0.09375
1997-11-20,4.5729169845581055,4.6041669845581055,4.5104169845581055,4.5833330154418945,5923200,0,0.0,-1.7428461,4.5416669845581055,0.0,0.04166603088378906
1997-12-04,4.4010419845581055,4.5520830154418945,4.3854169845581055,4.5,3038400,0,0.0,-1.6643511,4.5208330154418945,0.0,-0.02083301544189453
1997-12-12,4.6458330154418945,4.8020830154418945,4.40625,4.5416669845581055,2672400,0,0.0,-1.9414043,4.8385419845581055,0.0,-0.296875
1997-12-16,4.6458330154418945,4.6458330154418945,4.4583330154418945,4.4583330154418945,1687200,0,0.0,-1.9788803,4.6145830154418945,0.0,-0.15625
1997-12-18,4.3541669845581055,4.4270830154418945,4.2291669845581055,4.2916669845581055,3204000,0,0.0,-2.1280541,4.3020830154418945,0.0,-0.010416030883789062
1997-12-26,4.5625,4.6458330154418945,4.4895830154418945,4.5208330154418945,487200,0,0.0,-2.0714896,4.953125,0.0,-0.43229198455810547
1998-01-08,4.6979169845581055,4.703125,4.53125,4.6145830154418945,6015600,0,0.0,-1.7592983,4.9166669845581055,0.0,-0.30208396911621094
1998-01-21,4.9375,5.1666669845581055,4.875,5.0729169845581055,8738400,0,0.0,-1.7747257,5.291666984558105,0.0,-0.2187499999999991
1998-01-27,4.8177080154418945,4.8645830154418945,4.6666669845581055,4.75,4104000,0,0.0,-1.2994097,5.072916984558105,0.0,-0.3229169845581046
1998-02-18,5.1458330154418945,5.1458330154418945,5.0520830154418945,5.0729169845581055,2971200,0,0.0,-0.70179695,6.6354169845581055,0.0,-1.5625
1998-02-23,5.2916669845581055,5.4166669845581055,5.2083330154418945,5.40625,3978000,0,0.0,-0.59078676,6.583333015441894,0.0,-1.1770830154418936
1998-02-25,5.46875,5.5416669845581055,5.2604169845581055,5.4895830154418945,6745200,0,0.0,-0.7316095,7.109374999999999,0.0,-1.6197919845581046
1998-03-02,6.3229169845581055,6.4375,6.25,6.3541669845581055,10957200,0,0.0,-1.1234142,6.984375,0.0,-0.6302080154418945
1998-03-10,7.125,7.3541669845581055,6.90625,6.925780773162842,24750000,0,0.0,0.15240794,7.127604007720947,0.0,-0.20182323455810547
1998-03-16,6.6302080154418945,6.7291669845581055,6.5833330154418945,6.5833330154418945,3312000,0,0.0,1.5639012,7.3854169845581055,0.0,-0.8020839691162109
1998-03-20,7.0,7.0729169845581055,6.9270830154418945,7.0,6412800,0,0.0,2.883539,7.859375,0.0,-0.859375
1998-03-26,6.8125,6.9791669845581055,6.625,6.8958330154418945,7878000,0,0.0,3.1961365,7.906249999999999,0.0,-1.0104169845581046
1998-04-01,7.1041669845581055,7.53125,7.002604007720947,7.5104169845581055,14451600,0,0.0,2.7798097,6.75,0.0,0.7604169845581055
1998-04-09,7.6979169845581055,8.0,7.6354169845581055,7.9375,16034400,0,0.0,2.1436582,7.875,0.0,0.0625
1998-04-15,8.166666984558105,8.333333015441895,7.875,8.010416984558105,11192400,0,0.0,2.4606814,7.53125,0.0,0.47916698455810547
1998-04-16,8.010416984558105,8.276041984558105,7.765625,8.208333015441895,16244400,0,0.0,2.605124,7.583333015441894,0.0,0.6250000000000009
1998-04-23,7.25,7.25,6.7083330154418945,6.75,12253200,0,0.0,3.59995,7.6302080154418945,0.0,-0.8802080154418945
1998-05-05,7.8333330154418945,7.9583330154418945,7.7604169845581055,7.809895992279053,5998800,0,0.0,3.1029956,7.218749999999999,0.0,0.5911459922790536
1998-05-06,7.8333330154418945,7.8333330154418945,7.5104169845581055,7.53125,7438800,0,0.0,3.9708114,7.1614580154418945,0.0,0.36979198455810547
1998-05-07,7.5833330154418945,7.75,7.3541669845581055,7.5833330154418945,13887600,0,0.0,4.6859927,7.34375,0.0,0.23958301544189453
1998-05-15,7.65625,7.7083330154418945,7.4583330154418945,7.46875,4628400,0,0.0,6.052149,7.708333015441895,0.0,-0.23958301544189542
1998-05-20,7.53125,7.625,7.3541669845581055,7.3854169845581055,4048800,0,0.0,5.605364,10.416666984558105,0.0,-3.03125
1998-05-29,7.15625,7.4166669845581055,7.125,7.34375,8641200,0,0.0,2.995883,12.635416984558105,0.0,-5.2916669845581055
1998-06-02,7.2708330154418945,7.4166669845581055,6.9166669845581055,7.28125,8201400,0,2.0,2.4564016,15.447916984558105,0.0,-8.166666984558105
1998-06-05,7.2916669845581055,7.3958330154418945,7.1875,7.375,3427200,0,0.0,2.4149518,15.708333015441893,0.0,-8.333333015441893
1998-06-08,7.3020830154418945,7.71875,7.25,7.7083330154418945,5463000,0,0.0,2.5186322,16.458332061767578,0.0,-8.749999046325684
1998-06-12,10.583333015441895,10.583333015441895,9.708333015441895,10.166666984558105,21655800,0,0.0,2.1789699,23.25,0.0,-13.083333015441895
1998-07-02,19.291667938232422,20.916667938232422,18.75,20.666667938232422,52279800,0,0.0,15.711168,20.708332061767578,0.0,-0.04166412353515625
1998-07-08,18.645832061767578,19.833332061767578,17.0625,17.854167938232422,58311600,0,0.0,19.10721,17.96875,0.11458206176757812,0.0
1998-07-24,21.541667938232422,21.916667938232422,19.5,20.708332061767578,28974000,0,0.0,23.586702,20.458332061767578,-0.25,0.0
1998-07-29,20.083332061767578,20.25,17.916667938232422,17.96875,19644600,0,0.0,22.735693,21.458332061767578,3.489582061767578,0.0
1998-08-07,18.541667938232422,19.8125,18.229167938232422,19.333332061767578,23433000,0,0.0,19.956306,17.6484375,-1.6848945617675781,0.0
1998-08-13,21.770832061767578,22.5,21.166667938232422,21.25,24629400,0,0.0,19.777578,14.3125,0.0,6.9375
1998-08-21,21.208332061767578,21.713542938232422,20.541667938232422,21.614582061767578,15136200,0,0.0,20.77433,12.28125,0.0,9.333332061767578
1998-09-17,13.40625,13.916666984558105,12.75,12.833333015441895,42457800,0,0.0,13.552676,14.364583015441895,1.53125,0.0
1998-09-24,17.854167938232422,19.479167938232422,16.916667938232422,17.020832061767578,51124200,0,0.0,13.614899,16.177082061767578,0.0,0.84375
1998-10-09,15.041666984558105,15.3125,13.958333015441895,15.197916984558105,20727000,0,0.0,18.533834,21.072917938232422,5.875000953674316,0.0
1998-10-12,16.1875,16.833332061767578,15.5,15.53125,21817200,0,0.0,18.587505,21.833332061767578,6.302082061767578,0.0
1998-10-14,15.177083015441895,16.270832061767578,14.958333015441895,15.583333015441895,15590400,0,0.0,18.96935,21.635417938232422,6.052084922790527,0.0
1998-10-15,15.708333015441895,16.3125,15.416666984558105,16.177082061767578,16971000,0,0.0,19.098928,21.416667938232422,5.239585876464844,0.0
1998-10-30,21.104167938232422,21.635417938232422,20.770832061767578,21.072917938232422,21182400,0,0.0,18.775745,30.104167938232422,0.0,-9.03125
1998-11-10,21.375,23.333332061767578,21.354167938232422,21.958332061767578,34375800,0,0.0,19.857965,33.25,0.0,-11.291667938232422
1998-11-12,20.916667938232422,22.145832061767578,20.833332061767578,21.833332061767578,11974800,0,0.0,20.334242,31.416667938232422,0.0,-9.583335876464844
1998-11-23,31.8125,36.41666793823242,31.010417938232422,36.33333206176758,67781400,0,0.0,21.616436,40.45833206176758,0.0,-4.125
1998-11-25,36.08333206176758,37.25,34.16666793823242,35.05208206176758,27522600,0,0.0,24.57277,46.125,0.0,-11.072917938232422
1998-12-01,30.916667938232422,34.95833206176758,30.333332061767578,34.91666793823242,47154600,0,0.0,32.029434,53.72916793823242,0.0,-18.8125
1998-12-02,34.48958206176758,34.58333206176758,32.92708206176758,33.25,29649000,0,0.0,33.91997,54.16666793823242,20.916667938232422,0.0
1998-12-08,31.604167938232422,34.3125,31.416667938232422,34.01041793823242,25549800,0,0.0,38.564686,53.54166793823242,19.53125,0.0
1998-12-10,36.27083206176758,37.33333206176758,34.9375,35.52083206176758,30361800,0,0.0,39.262573,59.15625,23.635417938232422,0.0
1998-12-11,35.01041793823242,37.33333206176758,35.0,37.16666793823242,25467600,0,0.0,39.593464,62.24999999999999,25.08333206176757,0.0
1998-12-17,44.0,48.58333206176758,43.42708206176758,46.125,67635000,0,0.0,40.298542,92.3125,0.0,-46.1875
1999-01-05,54.78125,64.875,53.25,62.25,62873200,0,3.0,61.384365,62.8125,0.0,-0.5625
1999-01-22,49.75,62.9375,49.375,61.5,43765800,0,0.0,75.761314,52.25,-9.25,0.0
1999-01-25,60.75,61.6875,55.0,56.1875,27323800,0,0.0,73.01886,49.3125,-6.875,0.0
1999-01-28,63.21875,64.375,60.125,61.4375,23750600,0,0.0,68.59661,50.9375,-10.5,0.0
1999-01-29,60.8125,60.8125,57.5,58.46875,16396000,0,0.0,68.02376,53.25,-5.21875,0.0
1999-02-02,58.1875,58.21875,54.25,55.125,13048600,0,0.0,67.06576,55.46875,0.34375,0.0
1999-02-08,57.1875,57.5625,52.875,54.5625,12598200,0,0.0,65.66125,60.65625,6.09375,0.0
1999-02-10,49.125,51.6875,47.5,48.71875,13205000,0,0.0,62.8089,60.06249999999999,11.343749999999993,0.0
