Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Close_15,true_Close_15,buy_profit,sell_profit
1962-03-14,1.0634880120912114,1.0651923094006273,1.051557849787604,1.0583751201629639,136032,0.0,0.0,0.6667554,1.0328096151351929,0.0,0.025565505027770996
1962-03-20,1.0566705465316772,1.0600791402591536,1.0532619528042009,1.0566705465316772,106080,0.0,0.0,0.6701514,1.017471194267273,0.0,0.0391993522644043
1962-03-21,1.056670388718883,1.060078981937289,1.0532617955004773,1.0549660921096802,200928,0.0,0.0,0.67548525,0.9987239837646483,0.0,0.05624210834503185
1962-03-22,1.0549658176882466,1.0583744100199977,1.0498528480529785,1.0498528480529785,127296,0.0,0.0,0.6836022,0.993611216545105,0.0,0.056241631507873535
1962-03-29,1.0617830363403655,1.070304517442523,1.0549658514586397,1.060078740119934,146016,0.0,0.0,0.690143,1.0106539726257324,0.0,0.04942476749420166
1962-03-30,1.0600791489591819,1.061783445836907,1.041331802166528,1.0481489896774292,183456,0.0,0.0,0.6685562,1.0055409669876099,0.0,0.042608022689819336
1962-04-04,1.0311053194169368,1.0413310937264733,1.0294007802858194,1.0328096151351929,170976,0.0,0.0,0.6511573,0.9850893616676331,0.0,0.047720253467559814
1962-04-19,1.0089496761566534,1.0140625655638904,1.007245298549918,1.0106539726257324,127296,0.0,0.0,0.62464404,0.9441862106323242,0.0,0.0664677619934082
1962-04-24,1.0055411707847128,1.0072454675397289,0.9987239837646485,0.9987239837646484,278304,0.0,0.0,0.6522348,0.9646381139755249,0.0,0.034085869789123535
1962-05-14,0.9441859639397786,0.9595246315002441,0.9322558080328749,0.9595246315002441,378144,0.0,0.0,0.5940419,0.864083468914032,0.0,0.09544116258621216
1962-07-10,0.8707948408261244,0.8965579263193009,0.8690773072444355,0.874229907989502,366912,0.0,0.0,0.54045945,0.9120164513587952,0.0,-0.03778654336929321
1962-07-12,0.8862531579785515,0.9017109677686356,0.8862531579785515,0.8914057612419128,305760,0.0,0.0,0.55257016,0.9137336015701294,0.0,-0.022327840328216553
1962-07-16,0.8828179240226746,0.8828179240226746,0.8707951035555774,0.8828179240226746,123552,0.0,0.0,0.5340977,0.9034282565116882,0.0,-0.020610332489013672
1962-07-20,0.8587717878957255,0.8742296676491396,0.8570542547862153,0.8622069358825684,126048,0.0,0.0,0.5238068,0.9120164513587952,0.0,-0.04980951547622681
1962-07-30,0.8742302442448062,0.8896881341934204,0.8742302442448062,0.8896881341934204,132288,0.0,0.0,0.50384194,0.9343440532684326,0.0,-0.04465591907501221
1962-08-02,0.9068634665356312,0.9137336015701294,0.9068634665356312,0.9137336015701294,147264,0.0,0.0,0.5204184,0.9515196084976196,0.0,-0.037786006927490234
1962-08-16,0.9240386348372617,0.9326263838249552,0.9240386348372617,0.927473783493042,169728,0.0,0.0,0.562446,0.9171685576438904,0.0,0.010305225849151611
1962-08-24,0.9515194719759689,0.9532370056699375,0.9274739184925583,0.9343440532684326,255840,0.0,0.0,0.5714576,0.9360616207122803,0.0,-0.0017175674438476562
1962-09-06,0.8982756733894348,0.9102986566222299,0.8879704694501187,0.8982756733894348,233376,0.0,0.0,0.49570596,0.8616607785224915,0.0,0.03661489486694336
1962-09-20,0.939521801750944,0.939521801750944,0.91875893405958,0.9256798624992371,151008,0.0,0.0,0.51802754,0.915298581123352,0.0,0.01038128137588501
1962-10-03,0.8979962148601669,0.9031869130005158,0.8928055167198181,0.8928055167198181,137280,0.0,0.0,0.53621066,0.9274107813835144,0.0,-0.03460526466369629
1962-10-08,0.9308706318016612,0.9429823398929132,0.9308706318016612,0.9343311786651611,160992,0.0,0.0,0.56062233,0.929140567779541,0.0,0.005190610885620117
1962-10-10,0.9377915696410297,0.9412520338608583,0.9222193982794085,0.9256798624992371,132288,0.0,0.0,0.51787144,0.9377920031547546,0.0,-0.012112140655517578
1962-10-19,0.9222199376887656,0.9256804039326318,0.8997266599863125,0.9049173593521118,345696,0.0,0.0,0.5261749,0.9966201186180115,0.0,-0.09170275926589966
1962-11-09,0.9637452363967896,0.9637452363967896,0.9637452363967896,0.9637452363967896,0,0.0,0.0,0.6067046,1.032954454421997,0.0,-0.06920921802520752
1962-11-15,1.0018112659454346,1.0052717325706908,0.9966204836351001,1.0018112659454346,234624,0.0,0.0,0.6233115,1.051988124847412,0.0,-0.05017685890197754
1962-11-21,1.0087321121348811,1.0225739774412503,1.0052716458082886,1.020843744277954,102336,0.0,0.0,0.67262226,1.0623687505722046,0.0,-0.04152500629425049
1962-11-28,1.0312245516136003,1.0381454797432113,1.0312245516136003,1.0346850156784058,242112,0.0,0.0,0.6757289,1.0588634014129639,0.0,-0.024178385734558105
1962-11-29,1.0346853443527924,1.0364155769348145,1.029494646606726,1.0364155769348145,180960,0.0,0.0,0.6989604,1.0588634014129639,0.0,-0.022447824478149414
1962-11-30,1.0364152477108084,1.0381454797432113,1.032954783646003,1.0346850156784058,128544,0.0,0.0,0.69846547,1.0571227073669434,0.0,-0.022437691688537598
1962-12-07,1.0467974260772215,1.0589090565409998,1.0416064801897362,1.051988124847412,233376,0.0,0.0,0.6900516,1.0693124532699585,0.0,-0.017324328422546387
1962-12-12,1.04679696174219,1.074480758609077,1.0450664824690992,1.0658295154571533,273312,0.0,0.0,0.72566026,1.0762795209884644,0.0,-0.010450005531311035
1962-12-19,1.048413907435946,1.0588634014129639,1.0379646621912595,1.0588634014129639,283296,0.0,0.0,0.68239915,1.098919153213501,0.0,-0.04005575180053711
1962-12-20,1.0588634014129639,1.0623464831611928,1.0536387787906207,1.0588634014129639,185952,0.0,0.0,0.681809,1.0954365730285645,0.0,-0.036573171615600586
1962-12-21,1.058864249636153,1.0606057919053629,1.0536396228285239,1.0571227073669434,93600,0.0,0.0,0.6763229,1.0954365730285645,0.0,-0.038313865661621094
1962-12-26,1.0571212091161308,1.067570447921753,1.0571212091161308,1.067570447921753,132288,0.0,0.0,0.6866403,1.0902124643325806,0.0,-0.022642016410827637
1963-01-08,1.069312852126273,1.0867283471245843,1.067571310917521,1.0849868059158325,419328,0.0,0.0,0.7193327,1.1041439771652222,0.0,-0.01915717124938965
1963-01-10,1.0867273285283483,1.104142807203024,1.0849857889519523,1.100659728050232,413088,0.0,0.0,0.79567444,1.0902124643325806,0.0,0.010447263717651367
1963-01-14,1.0989197400098643,1.1006612820450978,1.0936950309933309,1.0954365730285645,185952,0.0,0.0,0.7771525,1.0815038681030273,0.0,0.01393270492553711
1963-01-17,1.0867293786090573,1.0954370929178658,1.0832462928855338,1.0902124643325806,137280,0.0,0.0,0.7501595,1.0936946868896484,0.0,-0.003482222557067871
1963-01-29,1.1041439771652222,1.1058855185869731,1.098919352899969,1.1041439771652222,92352,0.0,0.0,0.72448003,1.0797624588012695,0.0,0.024381518363952637
1963-02-04,1.086728492427852,1.0884700338694602,1.078020785219811,1.0815038681030273,188448,0.0,0.0,0.7138922,1.0431898832321167,0.0,0.038313984870910645
1963-02-13,1.0902104076811405,1.102401267626628,1.0884688681047443,1.100659728050232,242112,0.0,0.0,0.70612556,1.030998706817627,0.0,0.06966102123260498
1963-02-18,1.1006617468289308,1.1006617468289308,1.0936954928354767,1.09717857837677,167232,0.0,0.0,0.7149811,1.0449316501617432,0.0,0.052246928215026855
1963-02-21,1.055380128796737,1.071053993829111,1.0379644744729237,1.0693124532699585,190944,0.0,0.0,0.65366244,1.0326590538024902,0.0,0.03665339946746826
1963-02-26,1.0484145088515295,1.0518975925978047,1.0379652576127039,1.0431898832321167,153504,0.0,0.0,0.6773622,1.018633246421814,0.0,0.024556636810302734
1963-02-28,1.0344822469914792,1.0344822469914792,1.0118421181294894,1.0135836601257324,239616,0.0,0.0,0.6279259,1.0238924026489258,0.0,-0.01030874252319336
1963-03-04,1.0205493099337037,1.0344817217403908,1.0153246865977417,1.0188077688217163,138528,0.0,0.0,0.6421876,1.027398705482483,0.0,-0.008590936660766602
1963-03-14,1.0466849397278373,1.0501914006866768,1.0256460905075073,1.0256460905075073,136032,0.0,0.0,0.63436,1.0484381914138794,0.0,-0.02279210090637207
1963-05-06,1.1290867966964124,1.1378529440989575,1.1290867966964124,1.1343464851379395,228384,0.0,0.0,0.8039551,1.160644769668579,0.0,-0.02629828453063965
1963-05-13,1.1466192193610705,1.1536322215323718,1.1448659896850586,1.1448659896850586,189696,0.0,0.0,0.79460466,1.1676584482192993,0.0,-0.022792458534240723
